rcp45 %ile	 0.39	 0.75	 4.64	 17.30	 36.41	 55.00	 73.24	 88.50	 96.47	 99.25	 99.59	 99.96
rcp26 %ile	 0.93	 2.05	 9.67	 28.91	 51.09	 69.10	 82.77	 92.11	 97.34	 99.31	 99.60	 99.95

2010	-3	-3	-2	-0	0	1	2	2	4	5	5	7
2020	-3	-3	-1	1	2	3	4	5	7	8	9	11
2030	-2	-1	1	2	4	5	6	8	10	12	13	18
2040	-2	-1	2	4	6	8	10	12	15	19	22	38
2050	-3	-1	3	6	9	12	14	17	22	30	36	66
2060	-2	-0	4	9	13	16	19	23	30	43	53	102
2070	-2	0	6	12	16	20	24	30	41	59	73	146
2080	-3	-0	7	14	20	25	30	38	52	78	97	197
2090	-4	-1	7	16	23	29	36	46	64	98	124	255
2100	-8	-4	7	17	27	35	44	57	79	122	154	320

Pacific US

SAN FRANCISCO	[10]	37.81	-122.47
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.11	 0.22	 0.87	 4.08	 11.81	 23.80	 41.53	 66.89	 90.43	 98.39	 99.39	 99.94
rcp45 %ile	 0.49	 1.01	 5.04	 17.44	 35.58	 54.91	 73.38	 89.40	 96.98	 99.31	 99.60	 99.96
rcp26 %ile	 0.77	 1.59	 8.97	 28.50	 52.43	 71.20	 85.29	 93.78	 97.78	 99.40	 99.63	 99.96

2010	-1	-0	1	2	3	4	4	5	6	7	8	8
2020	1	2	4	6	7	8	9	10	12	14	14	16
2030	4	5	8	10	12	13	14	16	19	21	23	26
2040	7	8	11	14	17	19	21	23	26	31	34	48
2050	8	10	14	19	22	25	28	32	37	45	50	79
2060	10	12	18	24	28	32	36	41	48	61	69	118
2070	12	15	22	28	34	39	44	51	62	80	93	164
2080	14	16	25	33	40	46	52	61	76	103	120	218
2090	15	18	27	37	46	53	61	73	92	127	150	280
2100	14	17	29	41	51	60	71	85	110	154	184	347

SEATTLE	[127]	47.60	-122.34
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.12	 0.26	 1.10	 5.07	 14.35	 27.05	 45.02	 69.10	 91.03	 98.55	 99.42	 99.94
rcp45 %ile	 0.39	 0.70	 4.51	 16.70	 35.07	 54.22	 72.22	 88.51	 96.58	 99.24	 99.59	 99.96
rcp26 %ile	 0.83	 1.91	 9.24	 28.26	 50.43	 68.70	 82.89	 92.35	 97.52	 99.32	 99.61	 99.95

2010	-1	-1	1	2	2	3	4	4	6	7	7	9
2020	1	2	3	5	6	7	8	9	10	12	13	15
2030	4	5	7	9	10	12	13	14	16	19	20	24
2040	6	7	10	13	15	17	19	21	24	28	31	45
2050	7	9	13	17	20	23	25	29	34	42	47	75
2060	10	11	17	22	26	29	32	37	44	56	65	111
2070	11	13	20	26	31	35	40	46	56	74	87	156
2080	12	15	23	30	37	42	48	56	70	95	113	208
2090	13	15	25	34	42	49	56	67	84	118	142	267
2100	11	15	27	39	48	57	66	79	102	144	175	333

SAN DIEGO	[158]	32.71	-117.17
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.20	 0.80	 3.82	 11.16	 23.03	 40.63	 66.26	 90.23	 98.35	 99.38	 99.94
rcp45 %ile	 0.60	 1.17	 5.30	 17.50	 35.55	 54.90	 73.49	 89.42	 97.05	 99.31	 99.60	 99.96
rcp26 %ile	 0.70	 1.49	 8.78	 28.66	 53.15	 72.10	 86.00	 94.30	 97.84	 99.42	 99.63	 99.96

2010	-0	0	1	2	3	4	5	5	6	8	8	9
2020	2	3	4	6	8	9	10	11	13	14	15	17
2030	5	6	8	11	13	14	15	17	20	22	24	27
2040	8	9	13	16	18	20	22	24	28	32	35	49
2050	10	12	16	20	24	27	30	33	39	47	52	80
2060	12	14	20	26	30	34	38	43	51	63	71	119
2070	14	17	24	31	36	41	46	53	64	83	95	166
2080	16	19	27	36	43	49	55	64	79	105	123	220
2090	17	21	30	40	49	56	64	76	95	129	153	282
2100	17	21	32	44	54	63	74	89	113	156	187	349

LOS ANGELES	[245]	33.72	-118.27
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.20	 0.78	 3.86	 11.19	 23.12	 40.73	 66.40	 90.24	 98.35	 99.38	 99.94
rcp45 %ile	 0.59	 1.12	 5.25	 17.42	 35.52	 54.88	 73.48	 89.39	 97.01	 99.31	 99.60	 99.96
rcp26 %ile	 0.72	 1.48	 8.87	 28.70	 53.14	 72.00	 85.92	 94.22	 97.83	 99.41	 99.63	 99.96

2010	-1	-1	0	1	2	3	3	4	5	6	7	8
2020	-1	0	2	4	5	6	7	8	10	12	13	15
2030	1	2	5	7	9	10	12	13	16	19	20	23
2040	3	4	8	11	13	15	17	19	23	27	30	44
2050	4	5	10	14	18	20	23	27	32	40	45	74
2060	5	7	13	18	23	26	30	35	43	56	64	112
2070	6	8	15	22	28	32	37	44	55	74	86	157
2080	7	9	17	26	33	39	45	54	69	95	113	211
2090	6	10	19	29	37	45	53	65	84	118	142	271
2100	5	8	20	31	42	51	61	76	101	144	174	337

LA JOLLA	[256]	32.87	-117.26
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.20	 0.81	 3.85	 11.19	 23.04	 40.70	 66.30	 90.23	 98.35	 99.38	 99.94
rcp45 %ile	 0.61	 1.19	 5.28	 17.50	 35.60	 54.90	 73.50	 89.42	 97.04	 99.31	 99.60	 99.96
rcp26 %ile	 0.69	 1.48	 8.75	 28.63	 53.10	 72.04	 85.97	 94.29	 97.84	 99.42	 99.63	 99.96

2010	-0	0	1	2	3	4	4	5	6	8	8	9
2020	2	3	4	6	7	9	10	11	13	14	15	17
2030	5	6	8	11	13	14	15	17	20	22	23	27
2040	8	9	12	16	18	20	22	24	28	32	35	49
2050	9	11	16	20	24	27	29	33	39	47	52	80
2060	12	14	20	25	30	34	37	43	50	63	71	119
2070	14	16	23	30	36	41	46	53	64	83	95	165
2080	16	19	27	35	42	48	55	64	79	105	122	220
2090	17	20	30	40	48	56	64	76	95	129	153	282
2100	17	20	32	44	54	63	74	88	113	156	186	349

ASTORIA	[265]	46.21	-123.77
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.21	 0.93	 4.60	 13.26	 25.83	 43.75	 68.40	 90.87	 98.55	 99.41	 99.94
rcp45 %ile	 0.40	 0.69	 4.59	 16.85	 35.44	 54.76	 72.96	 88.97	 96.71	 99.28	 99.60	 99.96
rcp26 %ile	 0.90	 1.91	 9.33	 28.60	 51.16	 69.40	 83.46	 92.68	 97.56	 99.34	 99.61	 99.95

2010	-3	-3	-1	-0	0	1	2	2	3	4	5	6
2020	-3	-2	-1	1	2	3	4	5	6	8	9	10
2030	-3	-2	0	2	4	5	6	8	10	13	14	17
2040	-3	-2	1	4	6	8	10	12	16	20	23	37
2050	-4	-2	2	6	9	12	15	18	23	31	36	65
2060	-4	-2	4	9	13	16	19	24	32	44	53	100
2070	-4	-2	5	11	16	20	25	31	42	60	73	143
2080	-5	-2	5	13	19	25	31	39	53	79	97	193
2090	-7	-4	5	15	23	30	37	48	66	100	124	251
2100	-10	-6	5	17	26	35	45	58	81	125	155	316

SANTA MONICA	[377]	34.01	-118.50
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.21	 0.79	 3.88	 11.20	 23.14	 40.74	 66.38	 90.24	 98.35	 99.38	 99.94
rcp45 %ile	 0.59	 1.12	 5.27	 17.47	 35.49	 54.88	 73.48	 89.40	 97.01	 99.31	 99.60	 99.96
rcp26 %ile	 0.71	 1.48	 8.86	 28.70	 53.15	 72.00	 85.91	 94.24	 97.84	 99.41	 99.63	 99.96

2010	-1	-0	1	2	3	3	4	5	6	7	7	8
2020	0	1	3	5	6	7	8	9	11	13	14	16
2030	3	4	6	9	10	12	13	15	17	20	21	25
2040	5	6	10	13	15	17	19	21	25	29	32	46
2050	6	8	12	17	20	23	26	30	35	43	48	77
2060	8	10	16	21	26	29	33	38	46	59	67	115
2070	9	12	19	26	31	36	41	48	59	78	90	161
2080	11	13	22	30	37	43	49	58	73	99	117	214
2090	11	14	24	34	42	49	58	69	89	122	146	275
2100	10	14	25	37	47	56	67	81	106	149	179	342

CRESCENT CITY	[378]	41.74	-124.18
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.22	 0.88	 4.34	 12.48	 24.76	 42.53	 67.60	 90.62	 98.49	 99.40	 99.94
rcp45 %ile	 0.46	 0.90	 5.01	 17.24	 35.55	 54.70	 73.08	 89.07	 96.85	 99.30	 99.60	 99.96
rcp26 %ile	 0.81	 1.70	 8.99	 28.40	 51.84	 70.53	 84.54	 93.36	 97.69	 99.39	 99.63	 99.95

2010	-3	-3	-2	-1	0	1	1	2	3	4	4	5
2020	-4	-3	-1	0	2	2	3	4	6	8	8	10
2030	-4	-3	-0	2	3	5	6	8	10	13	14	17
2040	-4	-3	0	3	6	8	9	12	15	20	23	36
2050	-6	-4	1	5	8	11	14	18	23	31	36	65
2060	-6	-4	2	7	12	15	19	24	31	44	53	100
2070	-6	-4	3	9	15	19	24	31	42	60	73	144
2080	-8	-5	3	11	18	24	30	39	53	79	97	195
2090	-10	-7	3	13	21	28	36	48	66	101	124	253
2100	-13	-9	2	14	24	33	43	57	81	126	156	318

FRIDAY HARBOR	[384]	48.55	-123.01
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.14	 0.27	 1.16	 5.19	 14.42	 27.12	 45.00	 69.10	 91.03	 98.55	 99.42	 99.94
rcp45 %ile	 0.40	 0.71	 4.54	 16.80	 35.27	 54.50	 72.40	 88.63	 96.57	 99.24	 99.59	 99.96
rcp26 %ile	 0.79	 1.87	 9.16	 28.05	 50.13	 68.33	 82.76	 92.30	 97.52	 99.31	 99.61	 99.95

2010	-2	-2	-1	0	1	2	2	3	4	5	6	7
2020	-2	-1	1	2	3	4	5	6	8	9	10	12
2030	-0	1	3	5	6	7	9	10	12	15	16	20
2040	0	2	4	7	9	11	13	15	19	23	26	40
2050	0	2	6	10	13	16	18	22	27	34	40	68
2060	2	3	8	13	17	20	24	28	35	48	57	103
2070	2	4	10	16	21	26	30	36	46	65	78	147
2080	2	4	12	19	26	31	37	45	58	84	103	197
2090	1	4	13	22	30	36	44	54	72	105	130	255
2100	-2	2	14	25	35	43	52	66	88	131	162	321

NEAH BAY	[385]	48.37	-124.61
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.21	 0.33	 1.32	 5.52	 14.64	 27.10	 44.87	 68.85	 90.97	 98.55	 99.43	 99.94
rcp45 %ile	 0.44	 0.81	 4.73	 17.08	 35.21	 54.30	 72.13	 88.57	 96.61	 99.25	 99.59	 99.96
rcp26 %ile	 0.66	 1.68	 8.77	 27.40	 49.99	 68.52	 83.16	 92.60	 97.58	 99.33	 99.61	 99.95

2010	-5	-4	-3	-2	-2	-1	-0	0	1	3	3	4
2020	-7	-6	-5	-3	-2	-1	-0	1	3	4	5	7
2030	-9	-8	-5	-3	-2	-0	1	3	5	7	9	12
2040	-11	-10	-7	-3	-1	1	3	5	9	13	16	29
2050	-14	-12	-8	-3	0	3	6	9	15	22	28	56
2060	-15	-13	-8	-3	2	5	9	13	21	34	42	89
2070	-17	-15	-8	-2	3	8	12	19	29	47	61	130
2080	-20	-18	-10	-2	5	10	17	25	39	64	83	178
2090	-24	-21	-11	-2	6	13	21	32	50	84	108	234
2100	-29	-25	-13	-2	8	17	27	41	64	107	137	297

ALAMEDA	[437]	37.77	-122.30
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.21	 0.85	 4.10	 11.81	 23.81	 41.45	 66.70	 90.43	 98.41	 99.39	 99.94
rcp45 %ile	 0.50	 0.99	 5.10	 17.41	 35.63	 55.00	 73.46	 89.45	 96.96	 99.31	 99.60	 99.96
rcp26 %ile	 0.80	 1.63	 8.90	 28.43	 52.37	 71.19	 85.22	 93.84	 97.79	 99.40	 99.63	 99.96

2010	-2	-1	-0	1	2	2	3	4	5	6	7	7
2020	-1	-0	2	4	5	6	7	8	10	12	12	14
2030	1	2	4	7	9	10	11	13	15	18	20	23
2040	2	4	7	10	13	14	16	19	22	27	30	43
2050	3	5	9	14	17	20	23	26	32	40	45	74
2060	4	6	12	17	22	25	29	34	42	55	63	111
2070	5	7	14	21	27	31	36	43	54	73	86	157
2080	6	8	16	25	32	38	44	53	68	94	112	209
2090	5	8	18	28	36	44	52	63	83	117	141	270
2100	4	7	19	30	41	50	60	75	99	143	173	336

PORT SAN LUIS	[508]	35.18	-120.76
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.11	 0.24	 0.89	 4.18	 11.78	 23.61	 41.21	 66.49	 90.24	 98.36	 99.39	 99.94
rcp45 %ile	 0.52	 1.09	 5.28	 17.54	 35.65	 54.90	 73.40	 89.41	 97.01	 99.31	 99.60	 99.96
rcp26 %ile	 0.68	 1.51	 8.75	 28.30	 52.44	 71.43	 85.51	 94.10	 97.82	 99.41	 99.63	 99.96

2010	-2	-1	-0	1	2	2	3	4	5	6	7	8
2020	-1	-0	2	3	5	6	7	8	10	12	13	15
2030	0	2	4	7	8	10	11	13	16	18	20	23
2040	2	3	7	10	12	14	16	19	23	27	30	43
2050	2	4	9	13	17	20	23	27	32	40	45	74
2060	3	5	11	17	22	25	29	35	43	55	64	112
2070	4	7	14	21	27	31	37	44	55	74	86	157
2080	5	7	16	24	32	38	44	54	68	95	112	210
2090	5	8	18	28	36	44	52	64	83	117	141	271
2100	3	7	18	30	41	50	60	75	100	143	174	337

ALAMITOS BAY ENTRANCE	[717]	33.75	-118.12
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.22	 0.91	 4.54	 12.89	 25.50	 42.61	 67.40	 90.33	 98.35	 99.38	 99.94
rcp45 %ile	 0.56	 1.04	 5.32	 17.70	 36.02	 54.46	 72.89	 88.82	 96.92	 99.32	 99.60	 99.96
rcp26 %ile	 0.73	 1.56	 8.59	 27.80	 50.97	 70.04	 84.65	 93.74	 97.88	 99.41	 99.63	 99.96

2010	-1	-1	0	2	3	3	4	5	6	7	8	9
2020	-1	0	2	4	6	7	9	10	12	14	15	18
2030	1	2	5	8	10	12	14	16	19	22	24	28
2040	3	4	8	12	15	18	20	23	27	32	35	48
2050	4	5	11	16	20	24	27	32	38	46	51	79
2060	5	7	14	20	26	30	35	41	49	62	70	117
2070	6	8	17	25	31	37	43	50	62	80	93	164
2080	7	10	19	29	37	44	51	61	76	101	119	218
2090	7	10	22	33	43	51	60	72	92	125	149	279
2100	5	10	23	36	48	58	69	84	109	150	181	347

NEWPORT BAY	[766]	33.60	-117.88
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.22	 0.78	 3.96	 11.35	 23.49	 41.01	 66.50	 90.32	 98.37	 99.39	 99.94
rcp45 %ile	 0.57	 1.15	 5.40	 17.45	 35.62	 54.60	 73.39	 89.37	 96.99	 99.31	 99.60	 99.96
rcp26 %ile	 0.69	 1.45	 8.70	 28.60	 52.87	 71.95	 85.75	 94.19	 97.85	 99.42	 99.63	 99.96

2010	-1	-0	1	2	3	4	4	5	6	7	8	9
2020	1	2	4	6	7	8	9	10	12	14	15	17
2030	4	5	7	10	12	13	14	16	19	21	23	26
2040	6	8	11	14	17	19	21	23	27	31	34	47
2050	8	10	14	19	22	25	28	32	37	45	50	79
2060	10	12	18	23	28	32	36	41	49	61	70	117
2070	12	14	21	28	34	39	44	51	62	81	93	163
2080	13	16	24	33	40	46	53	62	77	102	120	218
2090	14	17	27	37	46	53	61	73	93	126	150	279
2100	13	17	28	40	51	60	71	86	110	152	183	345

RINCON ISLAND	[1013]	34.35	-119.44
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.11	 0.24	 0.84	 4.13	 11.72	 23.80	 41.18	 66.60	 90.28	 98.35	 99.38	 99.94
rcp45 %ile	 0.50	 1.06	 5.32	 17.52	 35.67	 54.72	 73.52	 89.37	 97.00	 99.32	 99.60	 99.96
rcp26 %ile	 0.70	 1.55	 8.69	 28.30	 52.43	 71.47	 85.41	 94.04	 97.84	 99.41	 99.63	 99.96

2010	0	1	2	3	4	4	5	6	7	8	9	10
2020	3	3	5	7	9	10	11	12	14	16	16	19
2030	6	7	10	12	14	16	17	19	21	24	26	29
2040	9	11	14	17	20	22	24	27	30	35	38	51
2050	12	14	18	23	26	29	32	36	42	50	55	83
2060	14	16	22	28	33	37	41	46	54	67	75	123
2070	17	20	27	34	40	45	50	57	68	87	99	170
2080	20	22	31	39	47	53	59	69	84	110	127	225
2090	21	24	34	44	53	61	69	81	100	134	158	288
2100	21	25	37	49	59	69	79	94	119	161	192	356

SOUTH BEACH	[1196]	44.62	-124.04
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.22	 0.89	 4.60	 13.06	 25.61	 43.51	 68.24	 90.81	 98.53	 99.40	 99.94
rcp45 %ile	 0.41	 0.74	 4.82	 16.78	 35.57	 54.72	 72.99	 88.96	 96.73	 99.29	 99.60	 99.96
rcp26 %ile	 0.85	 1.85	 9.18	 28.65	 51.23	 69.60	 83.68	 92.80	 97.60	 99.36	 99.62	 99.95

2010	-0	0	1	2	3	4	4	5	6	7	7	8
2020	2	3	4	6	7	8	9	10	12	13	14	15
2030	5	6	8	10	12	13	14	16	18	21	22	25
2040	7	8	11	14	17	19	21	23	26	31	34	47
2050	8	10	15	19	22	25	28	31	37	45	50	79
2060	11	13	19	24	28	32	35	40	48	60	69	116
2070	13	16	22	29	34	39	43	50	60	79	92	162
2080	15	17	25	33	40	46	52	61	75	100	119	216
2090	15	19	28	38	46	53	61	72	90	124	148	276
2100	15	19	31	42	52	61	71	85	108	152	182	345

CHARLESTON II	[1269]	43.34	-124.32
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.12	 0.26	 0.94	 4.68	 13.09	 25.59	 43.16	 67.95	 90.73	 98.52	 99.40	 99.94
rcp45 %ile	 0.43	 0.84	 4.98	 17.00	 35.61	 54.62	 73.01	 89.00	 96.77	 99.29	 99.60	 99.96
rcp26 %ile	 0.75	 1.75	 8.96	 28.37	 51.12	 69.80	 83.99	 93.06	 97.65	 99.37	 99.62	 99.95

2010	-2	-1	-0	1	2	2	3	3	4	6	6	7
2020	-1	0	2	3	4	5	6	7	9	10	11	13
2030	1	2	4	6	8	9	10	12	14	17	18	21
2040	1	3	6	9	11	13	15	18	21	26	29	42
2050	1	3	8	12	16	18	21	25	30	38	44	72
2060	3	5	10	16	20	24	27	32	40	53	61	109
2070	3	6	13	19	25	29	34	41	52	70	84	154
2080	3	6	14	22	29	35	42	51	65	91	109	206
2090	3	6	16	26	34	41	49	61	79	114	137	266
2100	0	5	17	28	39	48	58	72	96	139	170	333

PORT TOWNSEND	[1325]	48.11	-122.76
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.13	 0.27	 1.02	 5.17	 14.31	 27.06	 44.78	 69.00	 91.05	 98.56	 99.42	 99.94
rcp45 %ile	 0.39	 0.71	 4.64	 16.70	 35.33	 54.45	 72.62	 88.65	 96.56	 99.24	 99.59	 99.96
rcp26 %ile	 0.83	 1.88	 9.17	 28.15	 50.17	 68.50	 82.78	 92.36	 97.50	 99.31	 99.61	 99.95

2010	-2	-1	0	1	2	3	3	4	5	6	7	8
2020	0	1	2	4	5	6	7	8	10	11	12	14
2030	2	3	5	7	9	10	11	13	15	17	18	22
2040	4	5	8	11	13	15	16	19	22	26	29	43
2050	4	6	10	14	17	20	23	26	31	39	44	73
2060	7	8	14	18	22	26	29	34	41	53	62	109
2070	8	10	16	22	27	32	36	42	52	71	84	153
2080	8	11	19	26	32	38	44	52	65	90	109	204
2090	8	11	20	30	37	44	52	62	80	113	137	263
2100	6	11	22	33	43	52	61	74	97	139	170	330

MONTEREY	[1352]	36.60	-121.89
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.15	 0.26	 0.91	 4.35	 12.13	 24.20	 41.61	 66.79	 90.37	 98.38	 99.39	 99.94
rcp45 %ile	 0.49	 1.03	 5.25	 17.43	 35.72	 54.81	 73.39	 89.40	 96.96	 99.31	 99.60	 99.96
rcp26 %ile	 0.75	 1.56	 8.67	 28.20	 51.98	 70.93	 85.15	 93.89	 97.80	 99.41	 99.63	 99.96

2010	-1	-1	0	2	2	3	4	4	5	7	7	8
2020	0	1	3	4	6	7	8	9	11	13	13	16
2030	2	3	6	8	10	11	13	15	17	20	21	25
2040	4	5	9	12	14	16	18	21	25	29	32	45
2050	4	6	11	16	19	22	25	29	35	43	48	77
2060	6	8	14	20	25	28	32	38	46	58	67	115
2070	7	10	17	24	30	35	40	47	58	77	90	161
2080	8	11	20	28	35	42	48	58	72	99	116	214
2090	9	12	22	32	41	48	57	68	88	122	146	275
2100	7	11	23	35	45	55	65	80	105	148	179	343

TOKE POINT	[1354]	46.71	-123.97
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.13	 0.27	 0.98	 4.90	 13.91	 26.64	 44.18	 68.60	 90.94	 98.55	 99.42	 99.94
rcp45 %ile	 0.39	 0.72	 4.72	 16.70	 35.49	 54.50	 72.91	 88.83	 96.64	 99.27	 99.59	 99.96
rcp26 %ile	 0.83	 1.87	 9.18	 28.30	 50.47	 68.90	 83.09	 92.56	 97.56	 99.34	 99.61	 99.95

2010	-2	-2	-1	1	1	2	3	3	4	5	6	7
2020	-1	-0	1	3	4	5	6	7	8	10	11	12
2030	0	1	3	5	7	8	9	11	13	16	17	21
2040	1	2	5	8	10	12	14	17	20	24	27	41
2050	1	2	7	11	14	17	20	24	29	37	42	71
2060	2	4	9	15	19	22	26	31	38	51	59	106
2070	3	5	11	18	23	28	32	39	49	67	81	150
2080	3	5	13	21	27	33	39	48	62	87	106	202
2090	2	5	14	24	32	39	46	57	76	109	133	261
2100	-1	3	15	27	37	45	55	69	92	135	165	328

POINT REYES	[1394]	37.99	-122.98
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.11	 0.23	 0.84	 4.19	 11.94	 24.17	 41.74	 66.96	 90.45	 98.40	 99.39	 99.94
rcp45 %ile	 0.48	 0.99	 5.18	 17.30	 35.74	 54.80	 73.32	 89.30	 96.91	 99.30	 99.60	 99.96
rcp26 %ile	 0.77	 1.62	 8.85	 28.52	 52.16	 71.10	 85.09	 93.73	 97.76	 99.40	 99.63	 99.96

2010	-1	-0	1	2	3	3	4	5	6	7	8	9
2020	1	2	4	5	7	8	9	10	12	14	14	16
2030	3	5	7	10	11	13	14	16	18	21	23	26
2040	6	7	11	14	16	18	20	23	26	31	34	47
2050	7	9	14	18	22	25	27	31	37	45	50	79
2060	9	11	17	23	27	31	35	40	48	61	69	118
2070	11	14	21	28	33	38	43	50	61	80	93	164
2080	13	15	24	32	39	45	52	61	76	102	120	218
2090	14	16	26	36	45	52	61	72	92	126	150	280
2100	12	16	28	40	50	60	70	85	109	152	183	348

CHERRY POINT	[1633]	48.86	-122.76
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.14	 0.29	 1.13	 5.60	 14.79	 27.80	 45.54	 69.50	 91.13	 98.56	 99.43	 99.94
rcp45 %ile	 0.40	 0.75	 4.65	 16.72	 35.42	 54.31	 72.36	 88.39	 96.54	 99.25	 99.59	 99.96
rcp26 %ile	 0.81	 1.85	 9.06	 27.67	 49.63	 67.90	 82.25	 92.15	 97.44	 99.31	 99.61	 99.95

2010	-4	-3	-2	-1	-0	0	1	2	3	4	4	6
2020	-5	-4	-2	-1	1	1	2	4	5	7	8	10
2030	-5	-4	-2	0	2	3	5	6	8	11	12	16
2040	-6	-4	-1	2	4	6	8	10	13	18	21	34
2050	-7	-5	-1	3	6	9	12	15	20	28	33	62
2060	-7	-5	-0	5	9	12	16	20	28	40	49	95
2070	-8	-6	1	7	12	16	21	27	37	55	69	137
2080	-10	-7	1	8	15	20	26	34	48	73	91	187
2090	-12	-9	0	10	18	24	32	42	60	93	117	244
2100	-16	-11	-0	11	21	30	39	52	75	117	147	308

N. SPIT	[1639]	40.77	-124.22
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.20	 0.82	 4.33	 12.46	 24.94	 42.55	 67.70	 90.67	 98.46	 99.39	 99.94
rcp45 %ile	 0.47	 0.92	 5.00	 17.28	 35.87	 54.66	 73.24	 89.00	 96.81	 99.30	 99.60	 99.96
rcp26 %ile	 0.85	 1.69	 9.00	 28.40	 51.53	 70.40	 84.36	 93.27	 97.69	 99.40	 99.62	 99.95

2010	1	2	3	4	4	5	6	6	7	9	9	10
2020	5	6	7	9	10	11	12	13	15	16	17	19
2030	9	10	12	15	16	18	19	21	23	26	27	31
2040	13	14	17	20	23	25	27	29	33	37	40	54
2050	16	18	22	27	30	33	36	39	45	53	58	87
2060	20	22	27	33	37	41	45	50	58	70	79	127
2070	23	26	33	39	45	50	55	61	72	91	104	175
2080	26	29	37	46	52	58	65	74	88	115	133	231
2090	29	32	42	51	60	67	75	87	106	140	164	294
2100	30	34	45	57	67	76	87	101	125	169	199	363

PORT ORFORD	[1640]	42.74	-124.50
Overall	 0.50	 1.00	 5.00	 16.70	 33.30	 50.00	 66.70	 83.30	 95.00	 99.00	 99.50	 99.90
rcp85 %ile	 0.10	 0.24	 0.90	 4.57	 12.99	 25.60	 43.17	 67.95	 90.73	 98.51	 99.40	 99.94
rcp45 %ile	 0.46	 0.91	 5.07	 17.30	 35.83	 54.55	 73.03	 88.90	 96.77	 99.30	 99.60	 99.96
rcp26 %ile	 0.81	 1.69	 8.93	 28.11	 51.02	 69.85	 83.96	 93.11	 97.66	 99.38	 99.62	 99.95

2010	-2	-1	-0	1	2	2	3	4	5	6	6	7
2020	-1	0	2	3	5	5	6	8	9	11	12	13
