"Notes"	"Age Group"	"Age Group Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"35-44 years"	"35-44"	"Malheur County, OR"	"41045"	76	49846	152.5
	"35-44 years"	"35-44"	"Marion County, OR"	"41047"	897	486915	184.2
	"35-44 years"	"35-44"	"Morrow County, OR"	"41049"	29	17884	162.2
	"35-44 years"	"35-44"	"Multnomah County, OR"	"41051"	2486	1290140	192.7
	"35-44 years"	"35-44"	"Polk County, OR"	"41053"	149	102132	145.9
	"35-44 years"	"35-44"	"Tillamook County, OR"	"41057"	63	36170	174.2
	"35-44 years"	"35-44"	"Umatilla County, OR"	"41059"	223	121810	183.1
	"35-44 years"	"35-44"	"Union County, OR"	"41061"	63	34575	182.2
	"35-44 years"	"35-44"	"Wallowa County, OR"	"41063"	15	9599	156.3 (Unreliable)
	"35-44 years"	"35-44"	"Wasco County, OR"	"41065"	85	36591	232.3
	"35-44 years"	"35-44"	"Washington County, OR"	"41067"	1010	938367	107.6
	"35-44 years"	"35-44"	"Yamhill County, OR"	"41071"	230	154817	148.6
	"35-44 years"	"35-44"	"Adams County, PA"	"42001"	254	174910	145.2
	"35-44 years"	"35-44"	"Allegheny County, PA"	"42003"	4203	2092181	200.9
	"35-44 years"	"35-44"	"Armstrong County, PA"	"42005"	240	123007	195.1
	"35-44 years"	"35-44"	"Beaver County, PA"	"42007"	528	300612	175.6
	"35-44 years"	"35-44"	"Bedford County, PA"	"42009"	156	86086	181.2
	"35-44 years"	"35-44"	"Berks County, PA"	"42011"	1184	705606	167.8
	"35-44 years"	"35-44"	"Blair County, PA"	"42013"	485	209877	231.1
	"35-44 years"	"35-44"	"Bradford County, PA"	"42015"	176	105806	166.3
	"35-44 years"	"35-44"	"Bucks County, PA"	"42017"	1736	1182369	146.8
	"35-44 years"	"35-44"	"Butler County, PA"	"42019"	445	332896	133.7
	"35-44 years"	"35-44"	"Cambria County, PA"	"42021"	500	237250	210.7
	"35-44 years"	"35-44"	"Cameron County, PA"	"42023"	24	8557	280.5
	"35-44 years"	"35-44"	"Carbon County, PA"	"42025"	245	111308	220.1
	"35-44 years"	"35-44"	"Centre County, PA"	"42027"	247	204418	120.8
	"35-44 years"	"35-44"	"Chester County, PA"	"42029"	1108	896161	123.6
	"35-44 years"	"35-44"	"Clarion County, PA"	"42031"	112	62774	178.4
	"35-44 years"	"35-44"	"Clearfield County, PA"	"42033"	287	149021	192.6
	"35-44 years"	"35-44"	"Clinton County, PA"	"42035"	107	58215	183.8
	"35-44 years"	"35-44"	"Columbia County, PA"	"42037"	163	103964	156.8
	"35-44 years"	"35-44"	"Crawford County, PA"	"42039"	286	147719	193.6
	"35-44 years"	"35-44"	"Cumberland County, PA"	"42041"	521	388064	134.3
	"35-44 years"	"35-44"	"Dauphin County, PA"	"42043"	873	460319	189.7
	"35-44 years"	"35-44"	"Delaware County, PA"	"42045"	1901	965658	196.9
	"35-44 years"	"35-44"	"Elk County, PA"	"42047"	96	61233	156.8
	"35-44 years"	"35-44"	"Erie County, PA"	"42049"	810	459841	176.1
	"35-44 years"	"35-44"	"Fayette County, PA"	"42051"	555	240410	230.9
	"35-44 years"	"35-44"	"Forest County, PA"	"42053"	19	10474	181.4 (Unreliable)
	"35-44 years"	"35-44"	"Franklin County, PA"	"42055"	352	236964	148.5
	"35-44 years"	"35-44"	"Fulton County, PA"	"42057"	49	25287	193.8
	"35-44 years"	"35-44"	"Greene County, PA"	"42059"	127	68065	186.6
	"35-44 years"	"35-44"	"Huntingdon County, PA"	"42061"	144	80057	179.9
	"35-44 years"	"35-44"	"Indiana County, PA"	"42063"	207	133365	155.2
	"35-44 years"	"35-44"	"Jefferson County, PA"	"42065"	143	76520	186.9
	"35-44 years"	"35-44"	"Juniata County, PA"	"42067"	65	40190	161.7
	"35-44 years"	"35-44"	"Lackawanna County, PA"	"42069"	789	350225	225.3
	"35-44 years"	"35-44"	"Lancaster County, PA"	"42071"	1242	834129	148.9
	"35-44 years"	"35-44"	"Lawrence County, PA"	"42073"	290	149995	193.3
	"35-44 years"	"35-44"	"Lebanon County, PA"	"42075"	309	216340	142.8
	"35-44 years"	"35-44"	"Lehigh County, PA"	"42077"	972	589380	164.9
	"35-44 years"	"35-44"	"Luzerne County, PA"	"42079"	1261	544066	231.8
	"35-44 years"	"35-44"	"Lycoming County, PA"	"42081"	346	196183	176.4
	"35-44 years"	"35-44"	"Mc Kean County, PA"	"42083"	144	77082	186.8
	"35-44 years"	"35-44"	"Mercer County, PA"	"42085"	387	192838	200.7
	"35-44 years"	"35-44"	"Mifflin County, PA"	"42087"	145	78284	185.2
	"35-44 years"	"35-44"	"Monroe County, PA"	"42089"	548	302362	181.2
	"35-44 years"	"35-44"	"Montgomery County, PA"	"42091"	1972	1448931	136.1
	"35-44 years"	"35-44"	"Montour County, PA"	"42093"	44	31169	141.2
	"35-44 years"	"35-44"	"Northampton County, PA"	"42095"	756	508826	148.6
	"35-44 years"	"35-44"	"Northumberland County, PA"	"42097"	323	160015	201.9
	"35-44 years"	"35-44"	"Perry County, PA"	"42099"	167	82948	201.3
	"35-44 years"	"35-44"	"Philadelphia County, PA"	"42101"	8618	2441735	352.9
	"35-44 years"	"35-44"	"Pike County, PA"	"42103"	177	100388	176.3
	"35-44 years"	"35-44"	"Potter County, PA"	"42105"	48	28592	167.9
	"35-44 years"	"35-44"	"Schuylkill County, PA"	"42107"	578	261277	221.2
	"35-44 years"	"35-44"	"Snyder County, PA"	"42109"	88	64876	135.6
	"35-44 years"	"35-44"	"Somerset County, PA"	"42111"	235	135530	173.4
	"35-44 years"	"35-44"	"Sullivan County, PA"	"42113"	26	9684	268.5
	"35-44 years"	"35-44"	"Susquehanna County, PA"	"42115"	131	73676	177.8
	"35-44 years"	"35-44"	"Tioga County, PA"	"42117"	122	65681	185.7
	"35-44 years"	"35-44"	"Union County, PA"	"42119"	85	80346	105.8
	"35-44 years"	"35-44"	"Venango County, PA"	"42121"	184	92931	198.0
	"35-44 years"	"35-44"	"Warren County, PA"	"42123"	135	71969	187.6
	"35-44 years"	"35-44"	"Washington County, PA"	"42125"	640	352209	181.7
	"35-44 years"	"35-44"	"Wayne County, PA"	"42127"	187	87568	213.5
	"35-44 years"	"35-44"	"Westmoreland County, PA"	"42129"	1108	641870	172.6
	"35-44 years"	"35-44"	"Wyoming County, PA"	"42131"	102	48256	211.4
	"35-44 years"	"35-44"	"York County, PA"	"42133"	1234	766507	161.0
	"35-44 years"	"35-44"	"Bristol County, RI"	"44001"	128	88384	144.8
	"35-44 years"	"35-44"	"Kent County, RI"	"44003"	532	322750	164.8
	"35-44 years"	"35-44"	"Newport County, RI"	"44005"	197	155142	127.0
	"35-44 years"	"35-44"	"Providence County, RI"	"44007"	2061	1108700	185.9
	"35-44 years"	"35-44"	"Washington County, RI"	"44009"	287	223858	128.2
	"35-44 years"	"35-44"	"Abbeville County, SC"	"45001"	104	41766	249.0
	"35-44 years"	"35-44"	"Aiken County, SC"	"45003"	644	255395	252.2
	"35-44 years"	"35-44"	"Allendale County, SC"	"45005"	66	18514	356.5
	"35-44 years"	"35-44"	"Anderson County, SC"	"45007"	790	304867	259.1
	"35-44 years"	"35-44"	"Bamberg County, SC"	"45009"	109	23609	461.7
	"35-44 years"	"35-44"	"Barnwell County, SC"	"45011"	121	38454	314.7
	"35-44 years"	"35-44"	"Beaufort County, SC"	"45013"	402	203620	197.4
	"35-44 years"	"35-44"	"Berkeley County, SC"	"45015"	557	284227	196.0
	"35-44 years"	"35-44"	"Calhoun County, SC"	"45017"	79	24974	316.3
	"35-44 years"	"35-44"	"Charleston County, SC"	"45019"	1351	547713	246.7
	"35-44 years"	"35-44"	"Cherokee County, SC"	"45021"	303	94258	321.5
	"35-44 years"	"35-44"	"Chester County, SC"	"45023"	206	57907	355.7
	"35-44 years"	"35-44"	"Chesterfield County, SC"	"45025"	242	79242	305.4
	"35-44 years"	"35-44"	"Clarendon County, SC"	"45027"	159	50553	314.5
	"35-44 years"	"35-44"	"Colleton County, SC"	"45029"	204	63648	320.5
	"35-44 years"	"35-44"	"Darlington County, SC"	"45031"	347	114409	303.3
	"35-44 years"	"35-44"	"Dillon County, SC"	"45033"	198	51543	384.1
	"35-44 years"	"35-44"	"Dorchester County, SC"	"45035"	452	223629	202.1
	"35-44 years"	"35-44"	"Edgefield County, SC"	"45037"	117	49455	236.6
	"35-44 years"	"35-44"	"Fairfield County, SC"	"45039"	144	39810	361.7
	"35-44 years"	"35-44"	"Florence County, SC"	"45041"	659	221895	297.0
	"35-44 years"	"35-44"	"Georgetown County, SC"	"45043"	260	89081	291.9
	"35-44 years"	"35-44"	"Greenville County, SC"	"45045"	1560	745872	209.2
	"35-44 years"	"35-44"	"Greenwood County, SC"	"45047"	292	111509	261.9
	"35-44 years"	"35-44"	"Hampton County, SC"	"45049"	99	37195	266.2
	"35-44 years"	"35-44"	"Horry County, SC"	"45051"	1083	380880	284.3
	"35-44 years"	"35-44"	"Jasper County, SC"	"45053"	111	39270	282.7
	"35-44 years"	"35-44"	"Kershaw County, SC"	"45055"	254	99298	255.8
	"35-44 years"	"35-44"	"Lancaster County, SC"	"45057"	318	120718	263.4
	"35-44 years"	"35-44"	"Laurens County, SC"	"45059"	359	116737	307.5
	"35-44 years"	"35-44"	"Lee County, SC"	"45061"	140	33461	418.4
	"35-44 years"	"35-44"	"Lexington County, SC"	"45063"	915	439508	208.2
	"35-44 years"	"35-44"	"McCormick County, SC"	"45065"	40	16273	245.8
	"35-44 years"	"35-44"	"Marion County, SC"	"45067"	201	53796	373.6
	"35-44 years"	"35-44"	"Marlboro County, SC"	"45069"	193	51327	376.0
	"35-44 years"	"35-44"	"Newberry County, SC"	"45071"	170	60245	282.2
	"35-44 years"	"35-44"	"Oconee County, SC"	"45073"	309	112279	275.2
	"35-44 years"	"35-44"	"Orangeburg County, SC"	"45075"	535	143234	373.5
	"35-44 years"	"35-44"	"Pickens County, SC"	"45077"	425	181965	233.6
	"35-44 years"	"35-44"	"Richland County, SC"	"45079"	1445	606676	238.2
	"35-44 years"	"35-44"	"Saluda County, SC"	"45081"	70	31996	218.8
	"35-44 years"	"35-44"	"Spartanburg County, SC"	"45083"	1354	473608	285.9
	"35-44 years"	"35-44"	"Sumter County, SC"	"45085"	478	178875	267.2
	"35-44 years"	"35-44"	"Union County, SC"	"45087"	169	49398	342.1
	"35-44 years"	"35-44"	"Williamsburg County, SC"	"45089"	195	56972	342.3
	"35-44 years"	"35-44"	"York County, SC"	"45091"	699	362862	192.6
	"35-44 years"	"35-44"	"Beadle County, SD"	"46005"	45	26127	172.2
	"35-44 years"	"35-44"	"Bennett County, SD"	"46007"	20	5467	365.8
	"35-44 years"	"35-44"	"Brookings County, SD"	"46011"	42	37600	111.7
	"35-44 years"	"35-44"	"Brown County, SD"	"46013"	84	55107	152.4
	"35-44 years"	"35-44"	"Brule County, SD"	"46015"	16	8115	197.2 (Unreliable)
	"35-44 years"	"35-44"	"Buffalo County, SD"	"46017"	20	2828	707.2
	"35-44 years"	"35-44"	"Butte County, SD"	"46019"	30	14805	202.6
	"35-44 years"	"35-44"	"Charles Mix County, SD"	"46023"	29	12975	223.5
	"35-44 years"	"35-44"	"Clay County, SD"	"46027"	19	15353	123.8 (Unreliable)
	"35-44 years"	"35-44"	"Codington County, SD"	"46029"	59	43830	134.6
	"35-44 years"	"35-44"	"Corson County, SD"	"46031"	34	6299	539.8
	"35-44 years"	"35-44"	"Custer County, SD"	"46033"	22	10733	205.0
	"35-44 years"	"35-44"	"Davison County, SD"	"46035"	35	28999	120.7
	"35-44 years"	"35-44"	"Day County, SD"	"46037"	17	8514	199.7 (Unreliable)
	"35-44 years"	"35-44"	"Deuel County, SD"	"46039"	10	7016	142.5 (Unreliable)
	"35-44 years"	"35-44"	"Dewey County, SD"	"46041"	52	9119	570.2
	"35-44 years"	"35-44"	"Fall River County, SD"	"46047"	25	9532	262.3
	"35-44 years"	"35-44"	"Grant County, SD"	"46051"	14	12187	114.9 (Unreliable)
	"35-44 years"	"35-44"	"Gregory County, SD"	"46053"	10	6434	155.4 (Unreliable)
	"35-44 years"	"35-44"	"Hamlin County, SD"	"46057"	10	8467	118.1 (Unreliable)
	"35-44 years"	"35-44"	"Hughes County, SD"	"46065"	42	29330	143.2
	"35-44 years"	"35-44"	"Hutchinson County, SD"	"46067"	16	10740	149.0 (Unreliable)
	"35-44 years"	"35-44"	"Jackson County, SD"	"46071"	18	4360	412.8 (Unreliable)
	"35-44 years"	"35-44"	"Kingsbury County, SD"	"46077"	15	7947	188.8 (Unreliable)
	"35-44 years"	"35-44"	"Lake County, SD"	"46079"	18	15650	115.0 (Unreliable)
	"35-44 years"	"35-44"	"Lawrence County, SD"	"46081"	41	33235	123.4
	"35-44 years"	"35-44"	"Lincoln County, SD"	"46083"	58	62768	92.4
	"35-44 years"	"35-44"	"Lyman County, SD"	"46085"	11	5989	183.7 (Unreliable)
	"35-44 years"	"35-44"	"Meade County, SD"	"46093"	69	40508	170.3
	"35-44 years"	"35-44"	"Mellette County, SD"	"46095"	20	3055	654.7
	"35-44 years"	"35-44"	"Minnehaha County, SD"	"46099"	442	280968	157.3
	"35-44 years"	"35-44"	"Moody County, SD"	"46101"	14	10844	129.1 (Unreliable)
	"35-44 years"	"35-44"	"Pennington County, SD"	"46103"	271	155624	174.1
	"35-44 years"	"35-44"	"Potter County, SD"	"46107"	10	3649	274.0 (Unreliable)
	"35-44 years"	"35-44"	"Roberts County, SD"	"46109"	37	14860	249.0
	"35-44 years"	"35-44"	"Shannon County, SD"	"46113"	161	19050	845.1
	"35-44 years"	"35-44"	"Spink County, SD"	"46115"	19	10801	175.9 (Unreliable)
	"35-44 years"	"35-44"	"Todd County, SD"	"46121"	100	13150	760.5
	"35-44 years"	"35-44"	"Tripp County, SD"	"46123"	14	9391	149.1 (Unreliable)
	"35-44 years"	"35-44"	"Turner County, SD"	"46125"	16	13591	117.7 (Unreliable)
	"35-44 years"	"35-44"	"Union County, SD"	"46127"	22	23044	95.5
	"35-44 years"	"35-44"	"Walworth County, SD"	"46129"	25	7813	320.0
	"35-44 years"	"35-44"	"Yankton County, SD"	"46135"	66	38378	172.0
	"35-44 years"	"35-44"	"Ziebach County, SD"	"46137"	12	4033	297.5 (Unreliable)
	"35-44 years"	"35-44"	"Anderson County, TN"	"47001"	337	122570	274.9
	"35-44 years"	"35-44"	"Bedford County, TN"	"47003"	166	71527	232.1
	"35-44 years"	"35-44"	"Benton County, TN"	"47005"	114	26833	424.8
	"35-44 years"	"35-44"	"Bledsoe County, TN"	"47007"	59	24198	243.8
	"35-44 years"	"35-44"	"Blount County, TN"	"47009"	494	205825	240.0
	"35-44 years"	"35-44"	"Bradley County, TN"	"47011"	396	162826	243.2
	"35-44 years"	"35-44"	"Campbell County, TN"	"47013"	245	68232	359.1
	"35-44 years"	"35-44"	"Cannon County, TN"	"47015"	53	23944	221.3
	"35-44 years"	"35-44"	"Carroll County, TN"	"47017"	179	47474	377.0
	"35-44 years"	"35-44"	"Carter County, TN"	"47019"	255	98874	257.9
	"35-44 years"	"35-44"	"Cheatham County, TN"	"47021"	166	78047	212.7
	"35-44 years"	"35-44"	"Chester County, TN"	"47023"	62	25610	242.1
	"35-44 years"	"35-44"	"Claiborne County, TN"	"47025"	185	53742	344.2
	"35-44 years"	"35-44"	"Clay County, TN"	"47027"	67	13702	489.0
	"35-44 years"	"35-44"	"Cocke County, TN"	"47029"	240	59950	400.3
	"35-44 years"	"35-44"	"Coffee County, TN"	"47031"	260	87031	298.7
	"35-44 years"	"35-44"	"Crockett County, TN"	"47033"	69	24408	282.7
	"35-44 years"	"35-44"	"Cumberland County, TN"	"47035"	224	75926	295.0
	"35-44 years"	"35-44"	"Davidson County, TN"	"47037"	2780	1064877	261.1
	"35-44 years"	"35-44"	"Decatur County, TN"	"47039"	81	18462	438.7
	"35-44 years"	"35-44"	"DeKalb County, TN"	"47041"	122	31510	387.2
	"35-44 years"	"35-44"	"Dickson County, TN"	"47043"	185	85783	215.7
	"35-44 years"	"35-44"	"Dyer County, TN"	"47045"	190	65008	292.3
	"35-44 years"	"35-44"	"Fayette County, TN"	"47047"	129	58135	221.9
	"35-44 years"	"35-44"	"Fentress County, TN"	"47049"	116	29216	397.0
	"35-44 years"	"35-44"	"Franklin County, TN"	"47051"	165	65302	252.7
	"35-44 years"	"35-44"	"Gibson County, TN"	"47053"	260	80320	323.7
	"35-44 years"	"35-44"	"Giles County, TN"	"47055"	123	50007	246.0
	"35-44 years"	"35-44"	"Grainger County, TN"	"47057"	111	39199	283.2
	"35-44 years"	"35-44"	"Greene County, TN"	"47059"	321	114124	281.3
	"35-44 years"	"35-44"	"Grundy County, TN"	"47061"	109	22667	480.9
	"35-44 years"	"35-44"	"Hamblen County, TN"	"47063"	298	104439	285.3
	"35-44 years"	"35-44"	"Hamilton County, TN"	"47065"	1313	539677	243.3
	"35-44 years"	"35-44"	"Hancock County, TN"	"47067"	46	10931	420.8
	"35-44 years"	"35-44"	"Hardeman County, TN"	"47069"	152	50785	299.3
	"35-44 years"	"35-44"	"Hardin County, TN"	"47071"	155	42148	367.8
	"35-44 years"	"35-44"	"Hawkins County, TN"	"47073"	252	99339	253.7
	"35-44 years"	"35-44"	"Haywood County, TN"	"47075"	106	31321	338.4
	"35-44 years"	"35-44"	"Henderson County, TN"	"47077"	144	46974	306.6
	"35-44 years"	"35-44"	"Henry County, TN"	"47079"	159	50884	312.5
	"35-44 years"	"35-44"	"Hickman County, TN"	"47081"	116	44445	261.0
	"35-44 years"	"35-44"	"Houston County, TN"	"47083"	42	12720	330.2
	"35-44 years"	"35-44"	"Humphreys County, TN"	"47085"	96	30465	315.1
	"35-44 years"	"35-44"	"Jackson County, TN"	"47087"	88	19482	451.7
	"35-44 years"	"35-44"	"Jefferson County, TN"	"47089"	234	83289	280.9
	"35-44 years"	"35-44"	"Johnson County, TN"	"47091"	93	32967	282.1
	"35-44 years"	"35-44"	"Knox County, TN"	"47093"	1703	709049	240.2
	"35-44 years"	"35-44"	"Lake County, TN"	"47095"	32	14832	215.7
	"35-44 years"	"35-44"	"Lauderdale County, TN"	"47097"	134	50111	267.4
	"35-44 years"	"35-44"	"Lawrence County, TN"	"47099"	202	69062	292.5
	"35-44 years"	"35-44"	"Lewis County, TN"	"47101"	57	19420	293.5
	"35-44 years"	"35-44"	"Lincoln County, TN"	"47103"	144	54508	264.2
	"35-44 years"	"35-44"	"Loudon County, TN"	"47105"	201	70601	284.7
	"35-44 years"	"35-44"	"McMinn County, TN"	"47107"	279	87422	319.1
	"35-44 years"	"35-44"	"McNairy County, TN"	"47109"	140	41153	340.2
	"35-44 years"	"35-44"	"Macon County, TN"	"47111"	123	37541	327.6
	"35-44 years"	"35-44"	"Madison County, TN"	"47113"	397	160504	247.3
	"35-44 years"	"35-44"	"Marion County, TN"	"47115"	143	47493	301.1
	"35-44 years"	"35-44"	"Marshall County, TN"	"47117"	129	51000	252.9
	"35-44 years"	"35-44"	"Maury County, TN"	"47119"	326	130490	249.8
	"35-44 years"	"35-44"	"Meigs County, TN"	"47121"	79	19839	398.2
	"35-44 years"	"35-44"	"Monroe County, TN"	"47123"	208	70933	293.2
	"35-44 years"	"35-44"	"Montgomery County, TN"	"47125"	504	270665	186.2
	"35-44 years"	"35-44"	"Moore County, TN"	"47127"	14	9950	140.7 (Unreliable)
	"35-44 years"	"35-44"	"Morgan County, TN"	"47129"	108	39667	272.3
	"35-44 years"	"35-44"	"Obion County, TN"	"47131"	141	53552	263.3
	"35-44 years"	"35-44"	"Overton County, TN"	"47133"	135	35499	380.3
	"35-44 years"	"35-44"	"Perry County, TN"	"47135"	46	11518	399.4
	"35-44 years"	"35-44"	"Pickett County, TN"	"47137"	21	7710	272.4
	"35-44 years"	"35-44"	"Polk County, TN"	"47139"	77	28590	269.3
	"35-44 years"	"35-44"	"Putnam County, TN"	"47141"	245	104430	234.6
	"35-44 years"	"35-44"	"Rhea County, TN"	"47143"	147	49444	297.3
	"35-44 years"	"35-44"	"Roane County, TN"	"47145"	266	88661	300.0
	"35-44 years"	"35-44"	"Robertson County, TN"	"47147"	265	112931	234.7
	"35-44 years"	"35-44"	"Rutherford County, TN"	"47149"	750	417347	179.7
	"35-44 years"	"35-44"	"Scott County, TN"	"47151"	106	36992	286.5
	"35-44 years"	"35-44"	"Sequatchie County, TN"	"47153"	53	22338	237.3
	"35-44 years"	"35-44"	"Sevier County, TN"	"47155"	385	144234	266.9
	"35-44 years"	"35-44"	"Shelby County, TN"	"47157"	4606	1614762	285.2
	"35-44 years"	"35-44"	"Smith County, TN"	"47159"	84	34315	244.8
	"35-44 years"	"35-44"	"Stewart County, TN"	"47161"	63	22817	276.1
	"35-44 years"	"35-44"	"Sullivan County, TN"	"47163"	743	267470	277.8
	"35-44 years"	"35-44"	"Sumner County, TN"	"47165"	530	275109	192.7
	"35-44 years"	"35-44"	"Tipton County, TN"	"47167"	274	106536	257.2
	"35-44 years"	"35-44"	"Trousdale County, TN"	"47169"	53	13221	400.9
	"35-44 years"	"35-44"	"Unicoi County, TN"	"47171"	102	30265	337.0
	"35-44 years"	"35-44"	"Union County, TN"	"47173"	112	34376	325.8
	"35-44 years"	"35-44"	"Van Buren County, TN"	"47175"	37	9033	409.6
	"35-44 years"	"35-44"	"Warren County, TN"	"47177"	182	67236	270.7
	"35-44 years"	"35-44"	"Washington County, TN"	"47179"	526	195641	268.9
	"35-44 years"	"35-44"	"Wayne County, TN"	"47181"	71	31606	224.6
	"35-44 years"	"35-44"	"Weakley County, TN"	"47183"	132	52290	252.4
	"35-44 years"	"35-44"	"White County, TN"	"47185"	135	41537	325.0
	"35-44 years"	"35-44"	"Williamson County, TN"	"47187"	279	320940	86.9
	"35-44 years"	"35-44"	"Wilson County, TN"	"47189"	375	198874	188.6
	"35-44 years"	"35-44"	"Anderson County, TX"	"48001"	372	120512	308.7
	"35-44 years"	"35-44"	"Andrews County, TX"	"48003"	29	22420	129.3
	"35-44 years"	"35-44"	"Angelina County, TX"	"48005"	335	137260	244.1
	"35-44 years"	"35-44"	"Aransas County, TX"	"48007"	128	33262	384.8
	"35-44 years"	"35-44"	"Archer County, TX"	"48009"	30	15899	188.7
	"35-44 years"	"35-44"	"Atascosa County, TX"	"48013"	142	68233	208.1
	"35-44 years"	"35-44"	"Austin County, TX"	"48015"	105	42095	249.4
	"35-44 years"	"35-44"	"Bailey County, TX"	"48017"	23	10086	228.0
	"35-44 years"	"35-44"	"Bandera County, TX"	"48019"	65	31552	206.0
	"35-44 years"	"35-44"	"Bastrop County, TX"	"48021"	244	125191	194.9
	"35-44 years"	"35-44"	"Baylor County, TX"	"48023"	15	5756	260.6 (Unreliable)
	"35-44 years"	"35-44"	"Bee County, TX"	"48025"	107	58560	182.7
	"35-44 years"	"35-44"	"Bell County, TX"	"48027"	749	436048	171.8
	"35-44 years"	"35-44"	"Bexar County, TX"	"48029"	5445	2646499	205.7
	"35-44 years"	"35-44"	"Blanco County, TX"	"48031"	24	15033	159.6
	"35-44 years"	"35-44"	"Bosque County, TX"	"48035"	70	27572	253.9
	"35-44 years"	"35-44"	"Bowie County, TX"	"48037"	404	156429	258.3
	"35-44 years"	"35-44"	"Brazoria County, TX"	"48039"	954	539787	176.7
	"35-44 years"	"35-44"	"Brazos County, TX"	"48041"	333	213128	156.2
	"35-44 years"	"35-44"	"Brewster County, TX"	"48043"	19	12219	155.5 (Unreliable)
	"35-44 years"	"35-44"	"Brooks County, TX"	"48047"	33	10474	315.1
	"35-44 years"	"35-44"	"Brown County, TX"	"48049"	156	57278	272.4
	"35-44 years"	"35-44"	"Burleson County, TX"	"48051"	47	27080	173.6
	"35-44 years"	"35-44"	"Burnet County, TX"	"48053"	151	61762	244.5
	"35-44 years"	"35-44"	"Caldwell County, TX"	"48055"	118	60614	194.7
	"35-44 years"	"35-44"	"Calhoun County, TX"	"48057"	77	33697	228.5
	"35-44 years"	"35-44"	"Callahan County, TX"	"48059"	55	21142	260.1
	"35-44 years"	"35-44"	"Cameron County, TX"	"48061"	874	559828	156.1
	"35-44 years"	"35-44"	"Camp County, TX"	"48063"	54	17758	304.1
	"35-44 years"	"35-44"	"Carson County, TX"	"48065"	20	10475	190.9
	"35-44 years"	"35-44"	"Cass County, TX"	"48067"	141	47163	299.0
	"35-44 years"	"35-44"	"Castro County, TX"	"48069"	26	11794	220.5
	"35-44 years"	"35-44"	"Chambers County, TX"	"48071"	104	55765	186.5
	"35-44 years"	"35-44"	"Cherokee County, TX"	"48073"	229	77482	295.6
	"35-44 years"	"35-44"	"Childress County, TX"	"48075"	15	12471	120.3 (Unreliable)
	"35-44 years"	"35-44"	"Clay County, TX"	"48077"	32	18706	171.1
	"35-44 years"	"35-44"	"Cochran County, TX"	"48079"	21	5328	394.1
	"35-44 years"	"35-44"	"Coke County, TX"	"48081"	17	4929	344.9 (Unreliable)
	"35-44 years"	"35-44"	"Coleman County, TX"	"48083"	34	13175	258.1
	"35-44 years"	"35-44"	"Collin County, TX"	"48085"	1246	1425913	87.4
	"35-44 years"	"35-44"	"Colorado County, TX"	"48089"	75	30157	248.7
	"35-44 years"	"35-44"	"Comal County, TX"	"48091"	258	156919	164.4
	"35-44 years"	"35-44"	"Comanche County, TX"	"48093"	42	20523	204.6
	"35-44 years"	"35-44"	"Concho County, TX"	"48095"	10	8817	113.4 (Unreliable)
	"35-44 years"	"35-44"	"Cooke County, TX"	"48097"	153	58799	260.2
	"35-44 years"	"35-44"	"Coryell County, TX"	"48099"	210	137913	152.3
	"35-44 years"	"35-44"	"Crane County, TX"	"48103"	12	6849	175.2 (Unreliable)
	"35-44 years"	"35-44"	"Crockett County, TX"	"48105"	14	6458	216.8 (Unreliable)
	"35-44 years"	"35-44"	"Crosby County, TX"	"48107"	19	8914	213.1 (Unreliable)
	"35-44 years"	"35-44"	"Dallam County, TX"	"48111"	25	10784	231.8
	"35-44 years"	"35-44"	"Dallas County, TX"	"48113"	8640	4246780	203.4
	"35-44 years"	"35-44"	"Dawson County, TX"	"48115"	42	24044	174.7
	"35-44 years"	"35-44"	"Deaf Smith County, TX"	"48117"	48	27365	175.4
	"35-44 years"	"35-44"	"Delta County, TX"	"48119"	24	8267	290.3
	"35-44 years"	"35-44"	"Denton County, TX"	"48121"	1257	1149821	109.3
	"35-44 years"	"35-44"	"DeWitt County, TX"	"48123"	61	35121	173.7
	"35-44 years"	"35-44"	"Dimmit County, TX"	"48127"	32	14555	219.9
	"35-44 years"	"35-44"	"Donley County, TX"	"48129"	15	4777	314.0 (Unreliable)
	"35-44 years"	"35-44"	"Duval County, TX"	"48131"	58	19246	301.4
	"35-44 years"	"35-44"	"Eastland County, TX"	"48133"	65	25287	257.0
	"35-44 years"	"35-44"	"Ector County, TX"	"48135"	490	201436	243.3
	"35-44 years"	"35-44"	"Ellis County, TX"	"48139"	439	236577	185.6
	"35-44 years"	"35-44"	"El Paso County, TX"	"48141"	1985	1212640	163.7
	"35-44 years"	"35-44"	"Erath County, TX"	"48143"	81	50279	161.1
	"35-44 years"	"35-44"	"Falls County, TX"	"48145"	88	29692	296.4
	"35-44 years"	"35-44"	"Fannin County, TX"	"48147"	117	56616	206.7
	"35-44 years"	"35-44"	"Fayette County, TX"	"48149"	71	34566	205.4
	"35-44 years"	"35-44"	"Fisher County, TX"	"48151"	11	6149	178.9 (Unreliable)
	"35-44 years"	"35-44"	"Floyd County, TX"	"48153"	24	10446	229.8
	"35-44 years"	"35-44"	"Fort Bend County, TX"	"48157"	1056	937163	112.7
	"35-44 years"	"35-44"	"Franklin County, TX"	"48159"	26	15342	169.5
	"35-44 years"	"35-44"	"Freestone County, TX"	"48161"	81	31162	259.9
