"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Breckinridge County, KY"	"21027"	2510	232516	1079.5
	"Bullitt County, KY"	"21029"	4907	810731	605.3
	"Butler County, KY"	"21031"	1599	154604	1034.3
	"Caldwell County, KY"	"21033"	2022	154923	1305.2
	"Calloway County, KY"	"21035"	4215	426996	987.1
	"Campbell County, KY"	"21037"	10033	1063774	943.2
	"Carlisle County, KY"	"21039"	833	62672	1329.1
	"Carroll County, KY"	"21041"	1356	125500	1080.5
	"Carter County, KY"	"21043"	3548	329969	1075.3
	"Casey County, KY"	"21045"	2243	188998	1186.8
	"Christian County, KY"	"21047"	7072	870453	812.5
	"Clark County, KY"	"21049"	3932	411352	955.9
	"Clay County, KY"	"21051"	2830	278154	1017.4
	"Clinton County, KY"	"21053"	1429	119168	1199.1
	"Crittenden County, KY"	"21055"	1463	111319	1314.2
	"Cumberland County, KY"	"21057"	1252	84624	1479.5
	"Daviess County, KY"	"21059"	10998	1121657	980.5
	"Edmonson County, KY"	"21061"	1351	142759	946.4
	"Elliott County, KY"	"21063"	866	84611	1023.5
	"Estill County, KY"	"21065"	2044	179451	1139.0
	"Fayette County, KY"	"21067"	23785	3306111	719.4
	"Fleming County, KY"	"21069"	1840	169810	1083.6
	"Floyd County, KY"	"21071"	5904	491630	1200.9
	"Franklin County, KY"	"21073"	5569	582063	956.8
	"Fulton County, KY"	"21075"	1326	86985	1524.4
	"Gallatin County, KY"	"21077"	998	98209	1016.2
	"Garrard County, KY"	"21079"	1691	192162	880.0
	"Grant County, KY"	"21081"	2307	284947	809.6
	"Graves County, KY"	"21083"	5347	442837	1207.4
	"Grayson County, KY"	"21085"	3233	298805	1082.0
	"Green County, KY"	"21087"	1611	137317	1173.2
	"Greenup County, KY"	"21089"	4953	441840	1121.0
	"Hancock County, KY"	"21091"	863	101711	848.5
	"Hardin County, KY"	"21093"	8639	1163880	742.3
	"Harlan County, KY"	"21095"	5050	371638	1358.8
	"Harrison County, KY"	"21097"	2365	220386	1073.1
	"Hart County, KY"	"21099"	2331	214020	1089.2
	"Henderson County, KY"	"21101"	5474	545345	1003.8
	"Henry County, KY"	"21103"	1880	183607	1023.9
	"Hickman County, KY"	"21105"	821	61120	1343.3
	"Hopkins County, KY"	"21107"	6666	560240	1189.8
	"Jackson County, KY"	"21109"	1772	162500	1090.5
	"Jefferson County, KY"	"21111"	83893	8549452	981.3
	"Jessamine County, KY"	"21113"	3915	520671	751.9
	"Johnson County, KY"	"21115"	3216	279817	1149.3
	"Kenton County, KY"	"21117"	15861	1855641	854.7
	"Knott County, KY"	"21119"	2103	204645	1027.6
	"Knox County, KY"	"21121"	4375	379239	1153.6
	"Larue County, KY"	"21123"	1798	164877	1090.5
	"Laurel County, KY"	"21125"	6269	670980	934.3
	"Lawrence County, KY"	"21127"	2120	188445	1125.0
	"Lee County, KY"	"21129"	1159	94820	1222.3
	"Leslie County, KY"	"21131"	1638	142233	1151.6
	"Letcher County, KY"	"21133"	3535	296976	1190.3
	"Lewis County, KY"	"21135"	1819	166984	1089.3
	"Lincoln County, KY"	"21137"	2961	290946	1017.7
	"Livingston County, KY"	"21139"	1408	115536	1218.7
	"Logan County, KY"	"21141"	3451	320340	1077.3
	"Lyon County, KY"	"21143"	1261	98954	1274.3
	"McCracken County, KY"	"21145"	9141	779719	1172.3
	"McCreary County, KY"	"21147"	2101	211801	992.0
	"McLean County, KY"	"21149"	1391	117264	1186.2
	"Madison County, KY"	"21151"	6928	924698	749.2
	"Magoffin County, KY"	"21153"	1648	159571	1032.8
	"Marion County, KY"	"21155"	2182	228285	955.8
	"Marshall County, KY"	"21157"	4495	369568	1216.3
	"Martin County, KY"	"21159"	1490	155581	957.7
	"Mason County, KY"	"21161"	2381	204534	1164.1
	"Meade County, KY"	"21163"	2146	342554	626.5
	"Menifee County, KY"	"21165"	809	78091	1036.0
	"Mercer County, KY"	"21167"	2870	252931	1134.7
	"Metcalfe County, KY"	"21169"	1490	120849	1232.9
	"Monroe County, KY"	"21171"	1745	136435	1279.0
	"Montgomery County, KY"	"21173"	2769	292429	946.9
	"Morgan County, KY"	"21175"	1527	169039	903.3
	"Muhlenberg County, KY"	"21177"	4635	379631	1220.9
	"Nelson County, KY"	"21179"	3889	483390	804.5
	"Nicholas County, KY"	"21181"	1120	84630	1323.4
	"Ohio County, KY"	"21183"	3054	281345	1085.5
	"Oldham County, KY"	"21185"	3400	640568	530.8
	"Owen County, KY"	"21187"	1264	129517	975.9
	"Owsley County, KY"	"21189"	866	57421	1508.2
	"Pendleton County, KY"	"21191"	1550	176687	877.3
	"Perry County, KY"	"21193"	4340	348160	1246.6
	"Pike County, KY"	"21195"	9488	798539	1188.2
	"Powell County, KY"	"21197"	1666	155636	1070.4
	"Pulaski County, KY"	"21199"	7931	714259	1110.4
	"Robertson County, KY"	"21201"	373	27353	1363.7
	"Rockcastle County, KY"	"21203"	2233	202180	1104.5
	"Rowan County, KY"	"21205"	2246	271142	828.3
	"Russell County, KY"	"21207"	2343	203100	1153.6
	"Scott County, KY"	"21209"	3064	473729	646.8
	"Shelby County, KY"	"21211"	3451	449223	768.2
	"Simpson County, KY"	"21213"	2074	202509	1024.2
	"Spencer County, KY"	"21215"	1198	174601	686.1
	"Taylor County, KY"	"21217"	3132	283962	1103.0
	"Todd County, KY"	"21219"	1583	145187	1090.3
	"Trigg County, KY"	"21221"	1859	161351	1152.1
	"Trimble County, KY"	"21223"	983	103786	947.1
	"Union County, KY"	"21225"	2051	183693	1116.5
	"Warren County, KY"	"21227"	9461	1221694	774.4
	"Washington County, KY"	"21229"	1417	135686	1044.3
	"Wayne County, KY"	"21231"	2492	244573	1018.9
	"Webster County, KY"	"21233"	1933	166699	1159.6
	"Whitley County, KY"	"21235"	5059	432226	1170.5
	"Wolfe County, KY"	"21237"	1157	85941	1346.3
	"Woodford County, KY"	"21239"	2354	286709	821.0
	"Acadia Parish, LA"	"22001"	7460	719096	1037.4
	"Allen Parish, LA"	"22003"	2323	306248	758.5
	"Ascension Parish, LA"	"22005"	6860	1083769	633.0
	"Assumption Parish, LA"	"22007"	2430	280427	866.5
	"Avoyelles Parish, LA"	"22009"	5797	499150	1161.4
	"Beauregard Parish, LA"	"22011"	3971	407423	974.7
	"Bienville Parish, LA"	"22013"	2615	179944	1453.2
	"Bossier Parish, LA"	"22015"	10045	1283451	782.7
	"Caddo Parish, LA"	"22017"	31888	3014368	1057.9
	"Calcasieu Parish, LA"	"22019"	21609	2235695	966.5
	"Caldwell Parish, LA"	"22021"	1479	123893	1193.8
	"Cameron Parish, LA"	"22023"	778	105678	736.2
	"Catahoula Parish, LA"	"22025"	1494	126875	1177.5
	"Claiborne Parish, LA"	"22027"	2392	203804	1173.7
	"Concordia Parish, LA"	"22029"	2766	243319	1136.8
	"De Soto Parish, LA"	"22031"	3479	311897	1115.4
	"East Baton Rouge Parish, LA"	"22033"	41112	5066514	811.4
	"East Carroll Parish, LA"	"22035"	1172	102456	1143.9
	"East Feliciana Parish, LA"	"22037"	2677	247298	1082.5
	"Evangeline Parish, LA"	"22039"	4608	416413	1106.6
	"Franklin Parish, LA"	"22041"	3210	250675	1280.5
	"Grant Parish, LA"	"22043"	2412	243452	990.7
	"Iberia Parish, LA"	"22045"	8158	877333	929.9
	"Iberville Parish, LA"	"22047"	3714	399123	930.5
	"Jackson Parish, LA"	"22049"	2385	189050	1261.6
	"Jefferson Parish, LA"	"22051"	48968	5342509	916.6
	"Jefferson Davis Parish, LA"	"22053"	4159	376163	1105.6
	"Lafayette Parish, LA"	"22055"	17964	2442376	735.5
	"Lafourche Parish, LA"	"22057"	9114	1115401	817.1
	"La Salle Parish, LA"	"22059"	2004	173465	1155.3
	"Lincoln Parish, LA"	"22061"	4181	531689	786.4
	"Livingston Parish, LA"	"22063"	9395	1307087	718.8
	"Madison Parish, LA"	"22065"	1866	153921	1212.3
	"Morehouse Parish, LA"	"22067"	4574	354531	1290.2
	"Natchitoches Parish, LA"	"22069"	4536	469230	966.7
	"Orleans Parish, LA"	"22071"	49021	4899913	1000.4
	"Ouachita Parish, LA"	"22073"	16903	1797120	940.6
	"Plaquemines Parish, LA"	"22075"	2398	308541	777.2
	"Pointe Coupee Parish, LA"	"22077"	2848	271588	1048.6
	"Rapides Parish, LA"	"22079"	15863	1540000	1030.1
	"Red River Parish, LA"	"22081"	1310	112359	1165.9
	"Richland Parish, LA"	"22083"	3023	248660	1215.7
	"Sabine Parish, LA"	"22085"	3189	284989	1119.0
	"St. Bernard Parish, LA"	"22087"	6745	621178	1085.8
	"St. Charles Parish, LA"	"22089"	4230	606737	697.2
	"St. Helena Parish, LA"	"22091"	1300	129325	1005.2
	"St. James Parish, LA"	"22093"	2267	259551	873.4
	"St. John the Baptist Parish, LA"	"22095"	4129	541554	762.4
	"St. Landry Parish, LA"	"22097"	11052	1021810	1081.6
	"St. Martin Parish, LA"	"22099"	4993	602746	828.4
	"St. Mary Parish, LA"	"22101"	6189	645256	959.2
	"St. Tammany Parish, LA"	"22103"	20230	2554652	791.9
	"Tangipahoa Parish, LA"	"22105"	12516	1311124	954.6
	"Tensas Parish, LA"	"22107"	868	70416	1232.7
	"Terrebonne Parish, LA"	"22109"	10646	1296466	821.2
	"Union Parish, LA"	"22111"	3084	272862	1130.2
	"Vermilion Parish, LA"	"22113"	6461	668459	966.6
	"Vernon Parish, LA"	"22115"	4133	616516	670.4
	"Washington Parish, LA"	"22117"	6679	542599	1230.9
	"Webster Parish, LA"	"22119"	6447	496327	1298.9
	"West Baton Rouge Parish, LA"	"22121"	2109	268714	784.8
	"West Carroll Parish, LA"	"22123"	1777	143499	1238.3
	"West Feliciana Parish, LA"	"22125"	1229	184871	664.8
	"Winn Parish, LA"	"22127"	2352	192134	1224.1
	"Androscoggin County, ME"	"23001"	12410	1276365	972.3
	"Aroostook County, ME"	"23003"	9996	875061	1142.3
	"Cumberland County, ME"	"23005"	28469	3292892	864.6
	"Franklin County, ME"	"23007"	3375	362158	931.9
	"Hancock County, ME"	"23009"	6647	639616	1039.2
	"Kennebec County, ME"	"23011"	14037	1440857	974.2
	"Knox County, ME"	"23013"	5213	481140	1083.5
	"Lincoln County, ME"	"23015"	4588	412843	1111.3
	"Oxford County, ME"	"23017"	7253	679829	1066.9
	"Penobscot County, ME"	"23019"	16570	1795271	923.0
	"Piscataquis County, ME"	"23021"	2605	209224	1245.1
	"Sagadahoc County, ME"	"23023"	3763	427684	879.9
	"Somerset County, ME"	"23025"	6212	619128	1003.3
	"Waldo County, ME"	"23027"	4177	454896	918.2
	"Washington County, ME"	"23029"	5082	400946	1267.5
	"York County, ME"	"23031"	19856	2333580	850.9
	"Allegany County, MD"	"24001"	10928	894665	1221.5
	"Anne Arundel County, MD"	"24003"	44089	6148654	717.1
	"Baltimore County, MD"	"24005"	91535	9383320	975.5
	"Calvert County, MD"	"24009"	6732	998278	674.4
	"Caroline County, MD"	"24011"	3771	375868	1003.3
	"Carroll County, MD"	"24013"	15139	1938771	780.9
	"Cecil County, MD"	"24015"	9124	1133525	804.9
	"Charles County, MD"	"24017"	9833	1617067	608.1
	"Dorchester County, MD"	"24019"	4570	377169	1211.7
	"Frederick County, MD"	"24021"	16730	2596483	644.3
	"Garrett County, MD"	"24023"	3619	360650	1003.5
	"Harford County, MD"	"24025"	19980	2803869	712.6
	"Howard County, MD"	"24027"	15003	3198827	469.0
	"Kent County, MD"	"24029"	3042	235764	1290.3
	"Montgomery County, MD"	"24031"	63191	11009339	574.0
	"Prince George's County, MD"	"24033"	64108	10051446	637.8
	"Queen Anne's County, MD"	"24035"	4186	532021	786.8
	"St. Mary's County, MD"	"24037"	7550	1143009	660.5
	"Somerset County, MD"	"24039"	3056	309298	988.0
	"Talbot County, MD"	"24041"	5085	430289	1181.8
	"Washington County, MD"	"24043"	15930	1680920	947.7
	"Wicomico County, MD"	"24045"	10238	1096499	933.7
	"Worcester County, MD"	"24047"	6720	594280	1130.8
	"Baltimore city, MD"	"24510"	90514	7561327	1197.1
	"Barnstable County, MA"	"25001"	32741	2650333	1235.4
	"Berkshire County, MA"	"25003"	18173	1594414	1139.8
	"Bristol County, MA"	"25005"	60112	6516435	922.5
	"Dukes County, MA"	"25007"	1560	188241	828.7
	"Essex County, MA"	"25009"	76340	8771415	870.3
	"Franklin County, MA"	"25011"	7764	859514	903.3
	"Hampden County, MA"	"25013"	53893	5520779	976.2
	"Hampshire County, MA"	"25015"	14444	1861624	775.9
	"Middlesex County, MA"	"25017"	133545	17639417	757.1
	"Nantucket County, MA"	"25019"	773	117131	659.9
	"Norfolk County, MA"	"25021"	66580	7871624	845.8
	"Plymouth County, MA"	"25023"	48131	5810806	828.3
	"Suffolk County, MA"	"25025"	61210	8376431	730.7
	"Worcester County, MA"	"25027"	80389	9317106	862.8
	"Alcona County, MI"	"26001"	2012	137225	1466.2
	"Alger County, MI"	"26003"	1354	116441	1162.8
	"Allegan County, MI"	"26005"	10200	1312825	777.0
	"Alpena County, MI"	"26007"	4159	366676	1134.2
	"Antrim County, MI"	"26009"	2850	285526	998.2
	"Arenac County, MI"	"26011"	2332	202664	1150.7
	"Baraga County, MI"	"26013"	1266	106312	1190.8
	"Barry County, MI"	"26015"	5729	703876	813.9
	"Bay County, MI"	"26017"	13323	1309173	1017.7
	"Benzie County, MI"	"26019"	2076	205841	1008.5
	"Berrien County, MI"	"26021"	19377	1910971	1014.0
	"Branch County, MI"	"26023"	5051	554647	910.7
	"Calhoun County, MI"	"26025"	17134	1655728	1034.8
	"Cass County, MI"	"26027"	5798	623614	929.7
	"Charlevoix County, MI"	"26029"	2945	315856	932.4
	"Cheboygan County, MI"	"26031"	3459	321712	1075.2
	"Chippewa County, MI"	"26033"	3793	466120	813.7
	"Clare County, MI"	"26035"	4573	376215	1215.5
	"Clinton County, MI"	"26037"	5700	845057	674.5
	"Crawford County, MI"	"26039"	1860	172799	1076.4
	"Delta County, MI"	"26041"	4905	454905	1078.2
	"Dickinson County, MI"	"26043"	3732	323344	1154.2
	"Eaton County, MI"	"26045"	9998	1279916	781.1
	"Emmet County, MI"	"26047"	3473	388794	893.3
	"Genesee County, MI"	"26049"	47746	5242061	910.8
	"Gladwin County, MI"	"26051"	3736	315971	1182.4
	"Gogebic County, MI"	"26053"	2971	203215	1462.0
	"Grand Traverse County, MI"	"26055"	8197	993874	824.8
	"Gratiot County, MI"	"26057"	5191	508191	1021.5
	"Hillsdale County, MI"	"26059"	5173	563912	917.3
	"Houghton County, MI"	"26061"	4623	432748	1068.3
	"Huron County, MI"	"26063"	5377	416730	1290.3
	"Ingham County, MI"	"26065"	22947	3378138	679.3
	"Ionia County, MI"	"26067"	5560	764753	727.0
	"Iosco County, MI"	"26069"	4516	321530	1404.5
	"Iron County, MI"	"26071"	2445	149740	1632.8
	"Isabella County, MI"	"26073"	4949	803706	615.8
	"Jackson County, MI"	"26075"	17958	1931368	929.8
	"Kalamazoo County, MI"	"26077"	23183	2923624	793.0
	"Kalkaska County, MI"	"26079"	1862	205944	904.1
	"Kent County, MI"	"26081"	49388	7075345	698.0
	"Keweenaw County, MI"	"26083"	279	25995	1073.3
	"Lake County, MI"	"26085"	1783	138259	1289.6
	"Lapeer County, MI"	"26087"	7847	1077386	728.3
	"Leelanau County, MI"	"26089"	2218	259017	856.3
	"Lenawee County, MI"	"26091"	10631	1205344	882.0
	"Livingston County, MI"	"26093"	12606	2073127	608.1
	"Luce County, MI"	"26095"	913	82220	1110.4
	"Mackinac County, MI"	"26097"	1656	138660	1194.3
	"Macomb County, MI"	"26099"	88768	9836471	902.4
	"Manistee County, MI"	"26101"	3399	298523	1138.6
	"Marquette County, MI"	"26103"	7411	787756	940.8
	"Mason County, MI"	"26105"	3794	343437	1104.7
	"Mecosta County, MI"	"26107"	4035	504545	799.7
	"Menominee County, MI"	"26109"	3214	296840	1082.7
	"Midland County, MI"	"26111"	7711	1002879	768.9
	"Missaukee County, MI"	"26113"	1679	178229	942.0
	"Monroe County, MI"	"26115"	14715	1803881	815.7
	"Montcalm County, MI"	"26117"	6615	754627	876.6
	"Montmorency County, MI"	"26119"	1819	121796	1493.5
	"Muskegon County, MI"	"26121"	19166	2067034	927.2
	"Newaygo County, MI"	"26123"	5205	585201	889.4
	"Oakland County, MI"	"26125"	109701	14395704	762.0
	"Oceana County, MI"	"26127"	2932	325115	901.8
	"Ogemaw County, MI"	"26129"	3477	262312	1325.5
	"Ontonagon County, MI"	"26131"	1340	88495	1514.2
	"Osceola County, MI"	"26133"	2661	283585	938.3
	"Oscoda County, MI"	"26135"	1381	109890	1256.7
	"Otsego County, MI"	"26137"	2605	290348	897.2
	"Ottawa County, MI"	"26139"	18363	3028303	606.4
	"Presque Isle County, MI"	"26141"	2182	168418	1295.6
	"Roscommon County, MI"	"26143"	4445	304109	1461.6
	"Saginaw County, MI"	"26145"	24460	2475770	988.0
	"St. Clair County, MI"	"26147"	18109	1991924	909.1
	"St. Joseph County, MI"	"26149"	7084	745263	950.5
	"Sanilac County, MI"	"26151"	5584	533076	1047.5
	"Schoolcraft County, MI"	"26153"	1346	105371	1277.4
	"Shiawassee County, MI"	"26155"	7587	863951	878.2
	"Tuscola County, MI"	"26157"	6505	690179	942.5
	"Van Buren County, MI"	"26159"	8310	919788	903.5
	"Washtenaw County, MI"	"26161"	22678	4039721	561.4
	"Wayne County, MI"	"26163"	230063	23508483	978.6
	"Wexford County, MI"	"26165"	3654	381360	958.1
	"Aitkin County, MN"	"27001"	2222	190928	1163.8
	"Anoka County, MN"	"27003"	17653	3790807	465.7
	"Becker County, MN"	"27005"	3932	376848	1043.4
	"Beltrami County, MN"	"27007"	4078	505641	806.5
	"Benton County, MN"	"27009"	3710	441276	840.7
	"Big Stone County, MN"	"27011"	1016	66132	1536.3
	"Blue Earth County, MN"	"27013"	5257	717089	733.1
	"Brown County, MN"	"27015"	3358	317625	1057.2
	"Carlton County, MN"	"27017"	4005	404514	990.1
	"Carver County, MN"	"27019"	4185	971483	430.8
	"Cass County, MN"	"27021"	3502	337504	1037.6
	"Chippewa County, MN"	"27023"	1772	151620	1168.7
	"Chisago County, MN"	"27025"	3829	580852	659.2
	"Clay County, MN"	"27027"	4758	650324	731.6
	"Clearwater County, MN"	"27029"	1175	102095	1150.9
	"Cook County, MN"	"27031"	564	62095	908.3
	"Cottonwood County, MN"	"27033"	1860	143432	1296.8
	"Crow Wing County, MN"	"27035"	6521	707824	921.3
	"Dakota County, MN"	"27037"	21950	4535868	483.9
	"Dodge County, MN"	"27039"	1522	228218	666.9
	"Douglas County, MN"	"27041"	4051	415470	975.0
	"Faribault County, MN"	"27043"	2419	184764	1309.2
	"Fillmore County, MN"	"27045"	2887	253076	1140.8
	"Freeborn County, MN"	"27047"	4376	382403	1144.3
	"Goodhue County, MN"	"27049"	5317	542900	979.4
	"Grant County, MN"	"27051"	1017	74145	1371.6
	"Hennepin County, MN"	"27053"	93355	13505579	691.2
	"Houston County, MN"	"27055"	2191	234001	936.3
	"Hubbard County, MN"	"27057"	2103	232941	902.8
	"Isanti County, MN"	"27059"	2958	422849	699.5
	"Itasca County, MN"	"27061"	5591	532544	1049.9
	"Jackson County, MN"	"27063"	1453	128609	1129.8
	"Kanabec County, MN"	"27065"	1595	190565	837.0
	"Kandiyohi County, MN"	"27067"	4347	498493	872.0
	"Kittson County, MN"	"27069"	863	58708	1470.0
	"Koochiching County, MN"	"27071"	1929	166028	1161.9
	"Lac qui Parle County, MN"	"27073"	1276	91757	1390.6
	"Lake County, MN"	"27075"	1648	132154	1247.0
	"Lake of the Woods County, MN"	"27077"	538	51745	1039.7
	"Le Sueur County, MN"	"27079"	2522	321028	785.6
	"Lincoln County, MN"	"27081"	1145	73616	1555.4
	"Lyon County, MN"	"27083"	2736	304763	897.7
	"McLeod County, MN"	"27085"	3537	432044	818.7
	"Mahnomen County, MN"	"27087"	677	63322	1069.1
	"Marshall County, MN"	"27089"	1084	117967	918.9
	"Martin County, MN"	"27091"	2903	254242	1141.8
	"Meeker County, MN"	"27093"	2697	277294	972.6
	"Mille Lacs County, MN"	"27095"	3043	295443	1030.0
	"Morrison County, MN"	"27097"	3585	390600	917.8
	"Mower County, MN"	"27099"	4772	464917	1026.4
	"Murray County, MN"	"27101"	1200	107428	1117.0
	"Nicollet County, MN"	"27103"	2319	374353	619.5
	"Nobles County, MN"	"27105"	2239	250141	895.1
	"Norman County, MN"	"27107"	1217	85226	1428.0
	"Olmsted County, MN"	"27109"	9915	1608033	616.6
	"Otter Tail County, MN"	"27111"	7659	688407	1112.6
	"Pennington County, MN"	"27113"	1678	164409	1020.6
	"Pine County, MN"	"27115"	2953	339212	870.5
	"Pipestone County, MN"	"27117"	1523	116102	1311.8
	"Polk County, MN"	"27119"	4313	374579	1151.4
	"Pope County, MN"	"27121"	1724	133626	1290.2
	"Ramsey County, MN"	"27123"	46591	6063222	768.4
	"Red Lake County, MN"	"27125"	528	50317	1049.3
	"Redwood County, MN"	"27127"	2396	196033	1222.2
	"Renville County, MN"	"27129"	2512	198061	1268.3
	"Rice County, MN"	"27131"	5118	724651	706.3
	"Rock County, MN"	"27133"	1531	115568	1324.8
	"Roseau County, MN"	"27135"	1599	192912	828.9
	"St. Louis County, MN"	"27137"	25504	2397770	1063.7
	"Scott County, MN"	"27139"	5412	1341172	403.5
	"Sherburne County, MN"	"27141"	4801	934435	513.8
	"Sibley County, MN"	"27143"	1702	183084	929.6
	"Stearns County, MN"	"27145"	9607	1696717	566.2
	"Steele County, MN"	"27147"	3265	422967	771.9
	"Stevens County, MN"	"27149"	1033	118351	872.8
	"Swift County, MN"	"27151"	1454	127453	1140.8
	"Todd County, MN"	"27153"	2621	295581	886.7
	"Traverse County, MN"	"27155"	673	46110	1459.6
	"Wabasha County, MN"	"27157"	2216	260615	850.3
	"Wadena County, MN"	"27159"	2290	165098	1387.1
	"Waseca County, MN"	"27161"	1992	231762	859.5
	"Washington County, MN"	"27163"	13291	2627699	505.8
	"Watonwan County, MN"	"27165"	1482	138134	1072.9
	"Wilkin County, MN"	"27167"	916	82056	1116.3
	"Winona County, MN"	"27169"	4851	607486	798.5
	"Wright County, MN"	"27171"	7021	1294161	542.5
	"Yellow Medicine County, MN"	"27173"	1519	129405	1173.8
	"Adams County, MS"	"28001"	4949	398887	1240.7
	"Alcorn County, MS"	"28003"	5157	428260	1204.2
	"Amite County, MS"	"28005"	1767	160845	1098.6
	"Attala County, MS"	"28007"	3260	234201	1392.0
	"Benton County, MS"	"28009"	1099	99897	1100.1
	"Bolivar County, MS"	"28011"	5137	446744	1149.9
	"Calhoun County, MS"	"28013"	2161	179360	1204.8
	"Carroll County, MS"	"28015"	1218	127358	956.4
	"Chickasaw County, MS"	"28017"	2295	221386	1036.7
	"Choctaw County, MS"	"28019"	1152	109388	1053.1
	"Claiborne County, MS"	"28021"	1289	128399	1003.9
	"Clarke County, MS"	"28023"	2328	206184	1129.1
	"Clay County, MS"	"28025"	2618	256314	1021.4
	"Coahoma County, MS"	"28027"	3949	340153	1160.9
	"Copiah County, MS"	"28029"	3526	350142	1007.0
	"Covington County, MS"	"28031"	2683	233826	1147.4
	"DeSoto County, MS"	"28033"	10998	1607655	684.1
	"Forrest County, MS"	"28035"	8561	875236	978.1
	"Franklin County, MS"	"28037"	1068	98344	1086.0
	"George County, MS"	"28039"	2606	248859	1047.2
	"Greene County, MS"	"28041"	1402	162749	861.4
	"Grenada County, MS"	"28043"	3432	269827	1271.9
	"Hancock County, MS"	"28045"	5068	526421	962.7
	"Harrison County, MS"	"28047"	20640	2254551	915.5
	"Hinds County, MS"	"28049"	24863	2971376	836.8
	"Holmes County, MS"	"28051"	2889	243944	1184.3
	"Humphreys County, MS"	"28053"	1442	122710	1175.1
	"Issaquena County, MS"	"28055"	167	21769	767.1
	"Itawamba County, MS"	"28057"	3276	276962	1182.8
	"Jackson County, MS"	"28059"	14090	1622661	868.3
	"Jasper County, MS"	"28061"	2170	212726	1020.1
	"Jefferson County, MS"	"28063"	1010	104095	970.3
	"Jefferson Davis County, MS"	"28065"	1760	157525	1117.3
	"Jones County, MS"	"28067"	8479	791218	1071.6
	"Kemper County, MS"	"28069"	1241	126547	980.7
	"Lafayette County, MS"	"28071"	3906	511084	764.3
	"Lamar County, MS"	"28073"	3864	558247	692.2
	"Lauderdale County, MS"	"28075"	11087	943421	1175.2
	"Lawrence County, MS"	"28077"	1724	157329	1095.8
	"Leake County, MS"	"28079"	3085	270617	1140.0
	"Lee County, MS"	"28081"	9720	945276	1028.3
	"Leflore County, MS"	"28083"	4612	417961	1103.5
	"Lincoln County, MS"	"28085"	4656	406445	1145.5
	"Lowndes County, MS"	"28087"	6353	720891	881.3
	"Madison County, MS"	"28089"	11378	1009699	1126.9
	"Marion County, MS"	"28091"	4007	312616	1281.8
	"Marshall County, MS"	"28093"	4424	432618	1022.6
	"Monroe County, MS"	"28095"	4742	451019	1051.4
	"Montgomery County, MS"	"28097"	1725	138643	1244.2
	"Neshoba County, MS"	"28099"	3814	349177	1092.3
	"Newton County, MS"	"28101"	2843	260611	1090.9
	"Noxubee County, MS"	"28103"	1408	144785	972.5
	"Oktibbeha County, MS"	"28105"	3364	534680	629.2
	"Panola County, MS"	"28107"	4382	415208	1055.4
	"Pearl River County, MS"	"28109"	6304	626706	1005.9
	"Perry County, MS"	"28111"	1515	146247	1035.9
	"Pike County, MS"	"28113"	5598	472853	1183.9
	"Pontotoc County, MS"	"28115"	2932	340352	861.5
	"Prentiss County, MS"	"28117"	3000	305789	981.1
	"Quitman County, MS"	"28119"	1411	111194	1269.0
	"Rankin County, MS"	"28121"	10392	1541514	674.1
	"Scott County, MS"	"28123"	3310	338030	979.2
	"Sharkey County, MS"	"28125"	754	69228	1089.2
	"Simpson County, MS"	"28127"	3571	330100	1081.8
	"Smith County, MS"	"28129"	2134	195310	1092.6
	"Stone County, MS"	"28131"	1843	184247	1000.3
	"Sunflower County, MS"	"28133"	3919	386652	1013.6
	"Tallahatchie County, MS"	"28135"	1770	181918	973.0
	"Tate County, MS"	"28137"	3042	322520	943.2
	"Tippah County, MS"	"28139"	3030	257593	1176.3
	"Tishomingo County, MS"	"28141"	3120	231534	1347.5
	"Tunica County, MS"	"28143"	1262	122471	1030.4
	"Union County, MS"	"28145"	3161	314570	1004.9
	"Walthall County, MS"	"28147"	2074	183387	1130.9
	"Warren County, MS"	"28149"	6116	589021	1038.3
	"Washington County, MS"	"28151"	7654	680560	1124.7
	"Wayne County, MS"	"28153"	2458	253008	971.5
	"Webster County, MS"	"28155"	1757	121847	1442.0
	"Wilkinson County, MS"	"28157"	1597	122136	1307.6
	"Winston County, MS"	"28159"	2677	236145	1133.6
	"Yalobusha County, MS"	"28161"	1938	155652	1245.1
	"Yazoo County, MS"	"28163"	3367	337781	996.8
	"Adair County, MO"	"29001"	2604	301345	864.1
	"Andrew County, MO"	"29003"	1986	200526	990.4
	"Atchison County, MO"	"29005"	1044	72991	1430.3
	"Audrain County, MO"	"29007"	3637	308713	1178.1
	"Barry County, MO"	"29009"	4650	419288	1109.0
	"Barton County, MO"	"29011"	1613	152526	1057.5
	"Bates County, MO"	"29013"	2474	203853	1213.6
	"Benton County, MO"	"29015"	3121	219008	1425.1
	"Bollinger County, MO"	"29017"	1563	148128	1055.2
	"Boone County, MO"	"29019"	10603	1775310	597.2
	"Buchanan County, MO"	"29021"	11253	1042991	1078.9
	"Butler County, MO"	"29023"	6388	500502	1276.3
	"Caldwell County, MO"	"29025"	1273	110477	1152.3
	"Callaway County, MO"	"29027"	4129	509536	810.3
	"Camden County, MO"	"29029"	4876	483974	1007.5
	"Cape Girardeau County, MO"	"29031"	8366	860565	972.2
	"Carroll County, MO"	"29033"	1578	118083	1336.3
